date,day,city,movie_title,cinema_name,time,format,language,scraped_at
2026-04-25,sobota,warszawa,2046,Kinoteka w Warszawie,20:00,,,2026-04-25T08:55:56.122028
2026-04-25,sobota,warszawa,3-2-1 Start!,Planetarium Centrum Nauki Kopernik w Warszawie,11:30,,,2026-04-25T08:55:56.122028
2026-04-25,sobota,warszawa,Angel’s Egg,Kino Muranów w Warszawie,22:15,,,2026-04-25T08:55:56.122028
2026-04-25,sobota,warszawa,Arco (dubbing),Cinema City Warszawa Arkadia,11:50,,dubbing,2026-04-25T08:55:56.122028
2026-04-25,sobota,warszawa,Arco (dubbing),Cinema City Warszawa Arkadia,14:00,,dubbing,2026-04-25T08:55:56.122028
2026-04-25,sobota,warszawa,Arco (dubbing),Cinema City Warszawa Bemowo,12:00,,dubbing,2026-04-25T08:55:56.122028
2026-04-25,sobota,warszawa,Arco (dubbing),Cinema City Warszawa Bemowo,14:10,,dubbing,2026-04-25T08:55:56.122028
2026-04-25,sobota,warszawa,Arco (dubbing),Cinema City Warszawa Galeria Mokotów,10:00,,dubbing,2026-04-25T08:55:56.122028
2026-04-25,sobota,warszawa,Arco (dubbing),Cinema City Warszawa Galeria Mokotów,11:50,,dubbing,2026-04-25T08:55:56.122028
2026-04-25,sobota,warszawa,Arco (dubbing),Cinema City Warszawa Galeria Północna,12:40,,dubbing,2026-04-25T08:55:56.122028
2026-04-25,sobota,warszawa,Arco (dubbing),Cinema City Warszawa Promenada,10:50,,dubbing,2026-04-25T08:55:56.122028
2026-04-25,sobota,warszawa,Arco (dubbing),Cinema City Warszawa Sadyba,12:10,,dubbing,2026-04-25T08:55:56.122028
2026-04-25,sobota,warszawa,Arco (dubbing),Helios Warszawa Blue City,12:20,,dubbing,2026-04-25T08:55:56.122028
2026-04-25,sobota,warszawa,Arco (dubbing),Kino Luna w Warszawie,16:15,,dubbing,2026-04-25T08:55:56.122028
2026-04-25,sobota,warszawa,Arco (dubbing),Kinokawiarnia Stacja Falenica w Warszawie,16:00,,dubbing,2026-04-25T08:55:56.122028
